CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1996-09-12;1303;Conductivité à 25°C;420.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe45566eta1_1996-09-12_10:30:00_03112480;1;Donnée brute;0;Qualification non definissable;1996-09-12;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-06-15;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505753;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-15;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1996-05-29;1301;Température de l'Eau;15.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe893eta1_1996-05-29_10:20:00_03112480;1;Donnée brute;1;Correcte;1996-05-29;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2017-08-23;1303;Conductivité à 25°C;390.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe4869eta1_2017-08-23_15:30:00_03063000;1;Donnée brute;0;Qualification non definissable;2017-08-23;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1990-10-30;1303;Conductivité à 25°C;465.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe836eta1_1990-10-30_14:00:00_03063000;1;Donnée brute;0;Qualification non definissable;1990-10-30;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3111836;LA MARNE A NOGENT-SUR-MARNE 1;005;4;Poissons;1991-10-09;1303;Conductivité à 25°C;430.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe850eta1_1991-10-09_14:15:00_03111836;1;Donnée brute;0;Qualification non definissable;1991-10-09;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1999-10-26;1303;Conductivité à 25°C;501.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe949eta1_1999-10-26_14:00:00_03063000;1;Donnée brute;0;Qualification non definissable;1999-10-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2024-06-17;1725;Situation hydrologique;Moyennes eaux;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618181056-HB-601160;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-06-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2018-08-16;6498;Turbidite;Moyenne;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190327182054-HB-346690;1;Donnée brute;4;Non qualifié;2018-08-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1994-09-21;1303;Conductivité à 25°C;380.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe864eta1_1994-09-21_15:20:00_03063000;1;Donnée brute;0;Qualification non definissable;1994-09-21;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2014-08-04;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130183006-HB-11002;1;Donnée brute;4;Non qualifié;2014-08-04;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-07-13;5916;Bloom algal;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505754;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-07-13;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-09-07;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120757-HB-505756;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-09-07;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079570;LE RÉVEILLON A MAROLLES-EN-BRIE 1;005;4;Poissons;1991-10-10;1301;Température de l'Eau;13.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe846eta1_1991-10-10_09:15:00_03079570;1;Donnée brute;1;Correcte;1991-10-10;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1996-09-11;1301;Température de l'Eau;17.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe45568eta1_1996-09-11_10:45:00_03112088;1;Donnée brute;1;Correcte;1996-09-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2020-06-24;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210909144649-HB-498377;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-24;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-06-22;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220829094059-HB-526853;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-06-22;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2025-08-25;1301;Température de l'Eau;17.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe95126eta2_SurfEchMc650.4_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.42_PntCEPM2.9_ProfMStaM0.44_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2025-08-25;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2017-08-17;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205190125-HB-30679;1;Donnée brute;4;Non qualifié;2017-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1999-04-28;1303;Conductivité à 25°C;493.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe946eta1_1999-04-28_14:00:00_03112480;1;Donnée brute;0;Qualification non definissable;1999-04-28;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2016-08-11;1303;Conductivité à 25°C;489.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe5000eta1_2016-08-11_14:00:00_03063000;1;Donnée brute;0;Qualification non definissable;2016-08-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2012-08-02;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135947-HB-16468;1;Donnée brute;4;Non qualifié;2012-08-02;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079097;L'YERRES A PERIGNY 1;005;4;Poissons;2002-06-03;1301;Température de l'Eau;17.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe981eta1_2002-06-03_14:30:00_03079097;1;Donnée brute;1;Correcte;2002-06-03;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1995-09-14;1303;Conductivité à 25°C;0.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe883eta1_1995-09-14_10:30:00_03063000;1;Donnée brute;0;Qualification non definissable;1995-09-14;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2020-08-03;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210909144650-HB-498381;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-08-03;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1991-10-07;1303;Conductivité à 25°C;440.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe851eta1_1991-10-07_15:50:00_03112430;1;Donnée brute;0;Qualification non definissable;1991-10-07;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2016-08-11;1301;Température de l'Eau;19.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe5122eta1_2016-08-11_09:00:00_03112480;1;Donnée brute;1;Correcte;2016-08-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2022-06-16;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214826-HB-549848;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-06-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2020-08-04;1303;Conductivité à 25°C;600.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84697eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM72.5_PntCEPM0.1_ProfMStaM3.21_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;0;Qualification non definissable;2020-08-04;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2022-06-29;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214651-HB-549801;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-06-29;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2013-07-10;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135947-HB-16469;1;Donnée brute;4;Non qualifié;2013-07-10;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-02;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220823100212-HB-526415;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-08-02;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2015-08-13;1303;Conductivité à 25°C;843.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe4980eta1_2015-08-13_14:00:00_03079622;1;Donnée brute;0;Qualification non definissable;2015-08-13;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2020-08-11;1303;Conductivité à 25°C;800.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84648eta2_SurfEchMc580.0_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.0_PntCEPM2.9_ProfMStaM0.54_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;0;Qualification non definissable;2020-08-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1991-05-14;1301;Température de l'Eau;15.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe818eta1_1991-05-14_10:15:00_03063000;1;Donnée brute;1;Correcte;1991-05-14;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-09-27;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220823100214-HB-526419;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-09-27;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2012-06-05;1301;Température de l'Eau;18.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2012-06-05;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2000-04-20;1303;Conductivité à 25°C;644.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe958eta1_2000-04-20_10:00:00_03112088;1;Donnée brute;0;Qualification non definissable;2000-04-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2006-06-29;1301;Température de l'Eau;18.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1719eta2_SurfEchMc583.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.30_PntCEPM2.90_ProfMStaM0.72_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2006-06-29;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2016-08-11;1301;Température de l'Eau;20.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe5000eta1_2016-08-11_14:00:00_03063000;1;Donnée brute;1;Correcte;2016-08-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1995-05-18;1301;Température de l'Eau;15.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe877eta1_1995-05-18_16:30:00_03112088;1;Donnée brute;1;Correcte;1995-05-18;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2008-07-03;1303;Conductivité à 25°C;480.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;1;Donnée brute;0;Qualification non definissable;2008-07-03;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1990-05-29;1303;Conductivité à 25°C;440.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe832eta1_1990-05-29_15:30:00_03063000;1;Donnée brute;0;Qualification non definissable;1990-05-29;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2010-06-30;1303;Conductivité à 25°C;572.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2120eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM70.00_PntCEPM0.10_ProfMStaM4.80_AltM31_TAir1C4.6_TAir7C20.4;1;Donnée brute;0;Qualification non definissable;2010-06-30;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1996-04-11;1301;Température de l'Eau;13.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe888eta1_1996-04-11_14:20:00_03079622;1;Donnée brute;1;Correcte;1996-04-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2010-10-28;1303;Conductivité à 25°C;717.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2160eta2_SurfEchMc572.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;0;Qualification non definissable;2010-10-28;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2019-07-31;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20200323175240-HB-451879;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2019-07-31;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2009-06-16;1301;Température de l'Eau;19.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1996eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2009-06-16;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2009-07-07;1301;Température de l'Eau;19.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2072eta2_SurfEchMc625.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.68_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2009-07-07;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2002-04-23;1301;Température de l'Eau;14.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe973eta2_SurfEchMc1415.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM150.00_PntCEPM0.10_ProfMStaM4.50_AltM29_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2002-04-23;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2012-06-05;1301;Température de l'Eau;19.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2344eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.43_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2012-06-05;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-09-25;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165003-HB-600989;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-09-25;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2020-06-24;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210909144649-HB-498377;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-24;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1998-09-15;1303;Conductivité à 25°C;428.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe938eta1_1998-09-15_10:00:00_03112480;1;Donnée brute;0;Qualification non definissable;1998-09-15;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-08-14;5916;Bloom algal;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165002-HB-600987;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-08-10;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505755;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-08-10;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;007;27;Macrophytes;2011-08-18;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130183005-HB-10971;1;Donnée brute;4;Non qualifié;2011-08-18;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
